URL,detected language,html lang,title language,H1 language,hidden alternate-language content found,canonical,hreflang set,status,action
https://camelotflows.dev/quote-to-order,en,en,en,en,no,https://camelotflows.dev/quote-to-order,en=https://camelotflows.dev/quote-to-order | ro=https://camelotflows.dev/ro/quote-to-order | ru=https://camelotflows.dev/ru/quote-to-order | x-default=https://camelotflows.dev/quote-to-order,PASS,
https://camelotflows.dev/ro/quote-to-order,ro,ro,ro,ro,no,https://camelotflows.dev/ro/quote-to-order,en=https://camelotflows.dev/quote-to-order | ro=https://camelotflows.dev/ro/quote-to-order | ru=https://camelotflows.dev/ru/quote-to-order | x-default=https://camelotflows.dev/quote-to-order,PASS,
https://camelotflows.dev/ru/quote-to-order,ru,ru,ru,ru,no,https://camelotflows.dev/ru/quote-to-order,en=https://camelotflows.dev/quote-to-order | ro=https://camelotflows.dev/ro/quote-to-order | ru=https://camelotflows.dev/ru/quote-to-order | x-default=https://camelotflows.dev/quote-to-order,PASS,
https://camelotflows.dev/service-automation,en,en,en,en,no,https://camelotflows.dev/service-automation,en=https://camelotflows.dev/service-automation | ro=https://camelotflows.dev/ro/service-automation | ru=https://camelotflows.dev/ru/service-automation | x-default=https://camelotflows.dev/service-automation,PASS,
https://camelotflows.dev/ro/service-automation,ro,ro,ro,ro,no,https://camelotflows.dev/ro/service-automation,en=https://camelotflows.dev/service-automation | ro=https://camelotflows.dev/ro/service-automation | ru=https://camelotflows.dev/ru/service-automation | x-default=https://camelotflows.dev/service-automation,PASS,
https://camelotflows.dev/ru/service-automation,ru,ru,ru,ru,no,https://camelotflows.dev/ru/service-automation,en=https://camelotflows.dev/service-automation | ro=https://camelotflows.dev/ro/service-automation | ru=https://camelotflows.dev/ru/service-automation | x-default=https://camelotflows.dev/service-automation,PASS,
https://camelotflows.dev/service-creation,en,en,en,en,no,https://camelotflows.dev/service-creation,en=https://camelotflows.dev/service-creation | ro=https://camelotflows.dev/ro/service-creation | ru=https://camelotflows.dev/ru/service-creation | x-default=https://camelotflows.dev/service-creation,PASS,
https://camelotflows.dev/ro/service-creation,ro,ro,ro,ro,no,https://camelotflows.dev/ro/service-creation,en=https://camelotflows.dev/service-creation | ro=https://camelotflows.dev/ro/service-creation | ru=https://camelotflows.dev/ru/service-creation | x-default=https://camelotflows.dev/service-creation,PASS,
https://camelotflows.dev/ru/service-creation,ru,ru,ru,ru,no,https://camelotflows.dev/ru/service-creation,en=https://camelotflows.dev/service-creation | ro=https://camelotflows.dev/ro/service-creation | ru=https://camelotflows.dev/ru/service-creation | x-default=https://camelotflows.dev/service-creation,PASS,
https://camelotflows.dev/service-maintenance,en,en,en,en,no,https://camelotflows.dev/service-maintenance,en=https://camelotflows.dev/service-maintenance | ro=https://camelotflows.dev/ro/service-maintenance | ru=https://camelotflows.dev/ru/service-maintenance | x-default=https://camelotflows.dev/service-maintenance,PASS,
https://camelotflows.dev/ro/service-maintenance,ro,ro,ro,ro,no,https://camelotflows.dev/ro/service-maintenance,en=https://camelotflows.dev/service-maintenance | ro=https://camelotflows.dev/ro/service-maintenance | ru=https://camelotflows.dev/ru/service-maintenance | x-default=https://camelotflows.dev/service-maintenance,PASS,
https://camelotflows.dev/ru/service-maintenance,ru,ru,ru,ru,no,https://camelotflows.dev/ru/service-maintenance,en=https://camelotflows.dev/service-maintenance | ro=https://camelotflows.dev/ro/service-maintenance | ru=https://camelotflows.dev/ru/service-maintenance | x-default=https://camelotflows.dev/service-maintenance,PASS,
https://camelotflows.dev/service-marketing,en,en,en,en,no,https://camelotflows.dev/service-marketing,en=https://camelotflows.dev/service-marketing | ro=https://camelotflows.dev/ro/service-marketing | ru=https://camelotflows.dev/ru/service-marketing | x-default=https://camelotflows.dev/service-marketing,PASS,
https://camelotflows.dev/ro/service-marketing,ro,ro,ro,ro,no,https://camelotflows.dev/ro/service-marketing,en=https://camelotflows.dev/service-marketing | ro=https://camelotflows.dev/ro/service-marketing | ru=https://camelotflows.dev/ru/service-marketing | x-default=https://camelotflows.dev/service-marketing,PASS,
https://camelotflows.dev/ru/service-marketing,ru,ru,ru,ru,no,https://camelotflows.dev/ru/service-marketing,en=https://camelotflows.dev/service-marketing | ro=https://camelotflows.dev/ro/service-marketing | ru=https://camelotflows.dev/ru/service-marketing | x-default=https://camelotflows.dev/service-marketing,PASS,
https://camelotflows.dev/websites,en,en,en,en,no,https://camelotflows.dev/websites,en=https://camelotflows.dev/websites | ro=https://camelotflows.dev/ro/websites | ru=https://camelotflows.dev/ru/websites | x-default=https://camelotflows.dev/websites,PASS,
https://camelotflows.dev/ro/websites,ro,ro,ro,ro,no,https://camelotflows.dev/ro/websites,en=https://camelotflows.dev/websites | ro=https://camelotflows.dev/ro/websites | ru=https://camelotflows.dev/ru/websites | x-default=https://camelotflows.dev/websites,PASS,
https://camelotflows.dev/ru/websites,ru,ru,ru,ru,no,https://camelotflows.dev/ru/websites,en=https://camelotflows.dev/websites | ro=https://camelotflows.dev/ro/websites | ru=https://camelotflows.dev/ru/websites | x-default=https://camelotflows.dev/websites,PASS,
https://camelotflows.dev/work-with-me,en,en,en,en,no,https://camelotflows.dev/work-with-me,en=https://camelotflows.dev/work-with-me | ro=https://camelotflows.dev/ro/work-with-me | ru=https://camelotflows.dev/ru/work-with-me | x-default=https://camelotflows.dev/work-with-me,PASS,
https://camelotflows.dev/ro/work-with-me,ro,ro,ro,ro,no,https://camelotflows.dev/ro/work-with-me,en=https://camelotflows.dev/work-with-me | ro=https://camelotflows.dev/ro/work-with-me | ru=https://camelotflows.dev/ru/work-with-me | x-default=https://camelotflows.dev/work-with-me,PASS,
https://camelotflows.dev/ru/work-with-me,ru,ru,ru,ru,no,https://camelotflows.dev/ru/work-with-me,en=https://camelotflows.dev/work-with-me | ro=https://camelotflows.dev/ro/work-with-me | ru=https://camelotflows.dev/ru/work-with-me | x-default=https://camelotflows.dev/work-with-me,PASS,
